Title,num_ratings,avg_rating
White Oleander : A Novel,114,7.692982456140351
Wicked: The Life and Times of the Wicked Witch of the West,114,7.780701754385965
Nickel and Dimed: On (Not) Getting By in America,113,8.256637168141593
A Walk to Remember,113,7.6902654867256635
Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,113,7.920353982300885
Hannibal,112,7.116071428571429
The Reader,112,7.258928571428571
A Prayer for Owen Meany,110,8.60909090909091
Midwives: A Novel,110,7.745454545454545
Empire Falls,110,7.8545454545454545
2nd Chance,110,7.754545454545455
Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),109,7.73394495412844
The Divine Secrets of the Ya-Ya Sisterhood: A Novel,109,7.651376146788991
Fast Food Nation: The Dark Side of the All-American Meal,108,8.38888888888889
Skipping Christmas,108,7.462962962962963
The Bonesetter's Daughter,107,8.074766355140186
The Hobbit : The Enchanting Prelude to The Lord of the Rings,106,8.80188679245283
When the Wind Blows,106,7.60377358490566
The Color Purple,105,8.6
White Oleander : A Novel (Oprah's Book Club),105,7.828571428571428
"The Golden Compass (His Dark Materials, Book 1)",104,8.384615384615385
Sphere,103,7.495145631067961
Seven Up (A Stephanie Plum Novel),103,8.25242718446602
Watership Down,103,8.679611650485437
Violets Are Blue,102,7.676470588235294
Bel Canto: A Novel,100,8.16
Misery,100,8.19
Lucky : A Memoir,100,8.29
The Alienist,100,7.71
One for the Money (Stephanie Plum Novels (Paperback)),98,7.846938775510204
The Beach House,98,7.540816326530612
American Gods,98,7.928571428571429
The Cider House Rules,97,7.721649484536083
1984,97,8.835051546391753
A Bend in the Road,96,7.427083333333333
SHIPPING NEWS,96,7.729166666666667
Neverwhere,96,8.145833333333334
Chocolat,96,8.041666666666666
Silence of the Lambs,95,8.463157894736842
Ender's Game (Ender Wiggins Saga (Paperback)),95,8.873684210526315
Balzac and the Little Chinese Seamstress : A Novel,95,8.021052631578947
Lord of the Flies,95,8.147368421052631
Two for the Dough,94,8.27659574468085
Fried Green Tomatoes at the Whistle Stop Cafe,94,8.574468085106384
"The Two Towers (The Lord of the Rings, Part 2)",93,9.397849462365592
ANGELA'S ASHES,92,8.543478260869565
The Witching Hour (Lives of the Mayfair Witches),91,8.076923076923077
How to Be Good,91,6.714285714285714
Black Notice,91,7.758241758241758
Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),91,8.208791208791208
Four To Score (A Stephanie Plum Novel),90,8.177777777777777
Brave New World,90,8.11111111111111
Outlander,90,8.6
"Girl, Interrupted",90,7.377777777777778
The Perfect Storm : A True Story of Men Against the Sea,89,7.550561797752809
The Hours: A Novel,88,7.613636363636363
"The Bad Beginning (A Series of Unfortunate Events, Book 1)",87,7.528735632183908
A Heartbreaking Work of Staggering Genius,86,7.395348837209302
Insomnia,86,8.046511627906977
Into Thin Air : A Personal Account of the Mt. Everest Disaster,86,8.534883720930232
The Handmaid's Tale,85,8.447058823529412
"Artemis Fowl (Artemis Fowl, Book 1)",85,7.635294117647059
Point of Origin,85,7.858823529411764
The God of Small Things,85,7.458823529411765
Digital Fortress : A Thriller,85,7.564705882352941
Mystic River,84,7.988095238095238
High Five (A Stephanie Plum Novel),84,8.464285714285714
We Were the Mulvaneys,84,7.0
Angela's Ashes (MMP) : A Memoir,83,8.108433734939759
A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),83,7.626506024096385
The Last Time They Met : A Novel,83,6.9397590361445785
Airframe,83,7.614457831325301
High Fidelity,83,8.132530120481928
Bridget Jones: The Edge of Reason,83,7.891566265060241
The Last Precinct,82,7.439024390243903
The Dark Half,82,7.597560975609756
"A Child Called \""It\"": One Child's Courage to Survive",82,8.048780487804878
Unnatural Exposure,82,7.841463414634147
One Door Away from Heaven,82,7.682926829268292
Animal Farm,81,8.271604938271604
Middlesex: A Novel,81,8.395061728395062
Coraline,81,8.160493827160494
The Tao of Pooh,81,7.839506172839506
The Rescue,81,7.790123456790123
Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),81,8.222222222222221
Dolores Claiborne,80,7.4625
STONES FROM THE RIVER,80,8.225
"\""O\"" Is for Outlaw",80,7.45
It,80,8.2375
The Green Mile,80,8.6125
Cold Mountain : A Novel,80,7.65
Cradle and All,80,7.325
Icy Sparks,80,7.4375
While I Was Gone,79,6.974683544303797
Tears of the Giraffe (No.1 Ladies Detective Agency),79,8.49367088607595
Along Came a Spider (Alex Cross Novels),79,8.227848101265822
Pet Sematary,79,8.139240506329115
The Hitchhiker's Guide to the Galaxy,79,8.405063291139241
The Queen of the Damned (Vampire Chronicles (Paperback)),78,7.5
Q Is for Quarry,78,7.948717948717949
The Book of Ruth (Oprah's Book Club (Paperback)),78,7.346153846153846
The Tommyknockers,78,7.064102564102564
The Great Gatsby,78,7.589743589743589
Midnight in the Garden of Good and Evil: A Savannah Story,77,7.896103896103896
The Kitchen God's Wife,77,8.116883116883116
The Tale of the Body Thief (Vampire Chronicles (Paperback)),77,7.1558441558441555
The Hundred Secret Senses,76,7.868421052631579
Angela's Ashes: A Memoir,75,8.36
Four Blind Mice,75,8.306666666666667
Shopaholic Takes Manhattan (Summer Display Opportunity),75,8.226666666666667
Disclosure,75,7.426666666666667
Black House,75,7.826666666666667
From Potter's Field,75,7.8133333333333335
"The Subtle Knife (His Dark Materials, Book 2)",75,8.773333333333333
Full House (Janet Evanovich's Full Series),75,7.1866666666666665
The Color of Water: A Black Man's Tribute to His White Mother,74,8.054054054054054
"The Gunslinger (The Dark Tower, Book 1)",74,8.513513513513514
Fall On Your Knees (Oprah #45),74,7.662162162162162
Confessions of an Ugly Stepsister : A Novel,73,7.534246575342466
Into the Wild,73,8.013698630136986
The Talisman,73,8.095890410958905
Pop Goes the Weasel,73,7.589041095890411
About a Boy,73,7.8493150684931505
Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),73,8.41095890410959
Prodigal Summer: A Novel,73,8.301369863013699
Dance upon the Air (Three Sisters Island Trilogy),72,7.958333333333333
The Alchemist: A Fable About Following Your Dream,72,8.125
Seabiscuit: An American Legend,72,8.666666666666666
Rising Sun,72,7.291666666666667
Skeleton Crew,72,8.11111111111111
Everything's Eventual : 14 Dark Tales,71,7.929577464788732
Congo,71,7.169014084507042
"Dude, Where's My Country?",71,8.28169014084507
The Clan of the Cave Bear (Earth's Children (Paperback)),71,8.267605633802816
Bleachers,70,6.628571428571429
All I Really Need to Know,70,8.185714285714285
Isle of Dogs,70,5.2
Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),70,7.9
Chicken Soup for the Soul (Chicken Soup for the Soul),70,7.6571428571428575
The Sweet Potato Queens' Book of Love,70,7.571428571428571
Girl in Hyacinth Blue,70,7.957142857142857
The Lost World,69,7.159420289855072
From the Corner of His Eye,69,8.333333333333334
A Map of the World,69,6.942028985507246
Naked,69,7.9855072463768115
The Murder Book,68,8.029411764705882
Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),67,7.477611940298507
B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),67,7.850746268656716
Sophie's World: A Novel About the History of Philosophy,67,7.686567164179104
Jemima J: A Novel About Ugly Ducklings and Swans,67,7.492537313432836
Desperation,66,7.651515151515151
The Mists of Avalon,66,8.636363636363637
Five Quarters of the Orange,66,7.878787878787879
Four Past Midnight,66,8.075757575757576
I Know This Much Is True,66,8.363636363636363
The Blind Assassin,66,7.333333333333333
Anne Frank: The Diary of a Young Girl,66,8.833333333333334
Year of Wonders,65,8.246153846153845
Tara Road,65,7.661538461538462
Gerald's Game,65,7.569230769230769
The Hot Zone,65,8.246153846153845
Circle of Friends,65,8.123076923076923
Presumed Innocent,65,7.7846153846153845
What Looks Like Crazy On An Ordinary Day,65,7.446153846153846
Kiss the Girls,65,7.969230769230769
Face the Fire (Three Sisters Island Trilogy),65,8.0
Deception Point,65,7.615384615384615
The Virgin Suicides,65,7.707692307692308
Drowning Ruth (Oprah's Book Club),64,7.6875
The English Patient,64,7.421875
Carolina Moon,64,7.515625
The Body Farm,64,8.09375
Bag of Bones,64,7.8125
The Poisonwood Bible,64,8.40625
In Her Shoes : A Novel,64,7.71875
Cause of Death,64,7.65625
A Wrinkle in Time,64,8.65625
Dragonfly in Amber,63,8.523809523809524
"The Drawing of the Three (The Dark Tower, Book 2)",63,8.301587301587302
The Crimson Petal and the White,62,7.354838709677419
At Home in Mitford (The Mitford Years),62,7.82258064516129
Black and Blue,62,7.370967741935484
Thinner,62,7.790322580645161
"The Return of the King (The Lord of the Rings, Part 3)",62,9.5
The Prince of Tides,61,8.065573770491802
The Little Prince,61,9.21311475409836
A Widow for One Year,61,7.950819672131147
The Girl Who Loved Tom Gordon,61,7.229508196721311
Heaven and Earth (Three Sisters Island Trilogy),61,7.786885245901639
Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),61,7.770491803278689
Beloved (Plume Contemporary Fiction),60,7.9
The Devil Wears Prada : A Novel,60,7.316666666666666
Cruel & Unusual (Kay Scarpetta Mysteries (Paperback)),60,8.25
Hornet's Nest,60,6.383333333333334
Nightmares & Dreamscapes,59,7.915254237288136
Faking It,59,7.661016949152542
Big Trouble,59,7.372881355932203
Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,59,7.898305084745763
Pigs in Heaven,59,7.966101694915254
Rose Madder,59,7.694915254237288
The Other Boleyn Girl,59,8.457627118644067
The Door to December,59,7.593220338983051
Big Stone Gap: A Novel (Ballantine Reader's Circle),59,7.627118644067797
One True Thing,58,7.758620689655173
Lightning,58,8.137931034482758
False Memory,58,7.568965517241379
Prey: A Novel,58,7.758620689655173
Southern Cross,58,6.879310344827586
Flesh and Blood,58,7.655172413793103
The Mummy or Ramses the Damned,58,8.03448275862069
Back Roads,58,7.275862068965517
On Writing,58,8.137931034482758
Bastard Out of Carolina,57,8.298245614035087
Intensity,57,8.12280701754386
Fear Nothing,57,7.894736842105263
Needful Things,57,8.052631578947368
Sick Puppy,57,8.070175438596491
Three Fates,57,7.842105263157895
"River, Cross My Heart",57,6.9298245614035086
A Wrinkle In Time,57,8.894736842105264
The Thorn Birds,56,8.214285714285714
Three Junes,56,7.375
Without Remorse,56,7.857142857142857
The Stand: Complete and Uncut,56,8.589285714285714
The Valley of Horses,56,8.142857142857142
Scarlet Feather,56,7.821428571428571
The Bluest Eye,56,7.196428571428571
The Pillars of the Earth,56,8.5
Heart of the Sea (Irish Trilogy),56,7.785714285714286
Watchers,56,8.428571428571429
Roses Are Red (Alex Cross Novels),56,8.196428571428571
The Shining,56,8.375
Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,56,6.982142857142857
Dune (Remembering Tomorrow),56,9.0
Memoirs of a Geisha Uk,55,8.145454545454545
Anne of Green Gables (Anne of Green Gables Novels (Paperback)),55,8.963636363636363
The Amazing Adventures of Kavalier & Clay,55,8.218181818181819
Cat & Mouse (Alex Cross Novels),55,8.145454545454545
One for the Money (A Stephanie Plum Novel),55,8.581818181818182
The Hours : A Novel,54,7.62962962962963
Tell No One,54,8.018518518518519
The Bourne Identity,54,7.574074074074074
The Honk and Holler Opening Soon,54,8.018518518518519
Deja Dead,54,7.5
Secret History,54,7.537037037037037
The Celestine Prophecy (Celestine Prophecy),54,7.444444444444445
Whispers,54,7.203703703703703
Vinegar Hill (Oprah's Book Club (Paperback)),54,6.814814814814815
The Smoke Jumper,54,7.62962962962963
Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,54,8.277777777777779
Nights in Rodanthe,54,7.851851851851852
Pretend You Don't See Her,54,7.87037037037037
P Is for Peril,53,7.226415094339623
Shopaholic Ties the Knot,53,8.018867924528301
Night,53,8.60377358490566
Wish You Well,53,7.90566037735849
Sisterhood of the Traveling Pants,53,8.283018867924529
G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),53,8.075471698113208
Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),53,7.811320754716981
The Shipping News : A Novel,53,7.735849056603773
Bee Season: A Novel,53,7.754716981132075
Falling Angels,53,7.320754716981132
The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,53,8.81132075471698
Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,53,7.660377358490566
The Stone Diaries,53,7.490566037735849
Nicolae: The Rise of Antichrist (Left Behind No. 3),53,8.377358490566039
Atlas Shrugged,52,8.288461538461538
A Lesson Before Dying (Vintage Contemporaries (Paperback)),52,7.769230769230769
Charlotte's Web (Trophy Newbery),52,9.057692307692308
Postmortem,52,7.961538461538462
D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),52,7.923076923076923
Running with Scissors: A Memoir,52,7.75
Good Omens,52,8.442307692307692
Daddy's Little Girl,52,7.5576923076923075
Holes (Yearling Newbery),52,8.711538461538462
A Case of Need,51,6.96078431372549
"The Reptile Room (A Series of Unfortunate Events, Book 2)",51,7.882352941176471
The Gift,51,7.647058823529412
Beach Music,51,7.803921568627451
Tears of the Moon (Irish Trilogy),51,7.823529411764706
Tis : A Memoir,51,7.490196078431373
Jewel,51,7.627450980392157
The Lost Boy: A Foster Child's Search for the Love of a Family,51,8.254901960784315
Couplehood,51,7.882352941176471
Mr. Murder,51,7.431372549019608
A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),51,8.196078431372548
Taltos: Lives of the Mayfair Witches,50,7.84
Slow Waltz in Cedar Bend,50,6.6
The Eyre Affair: A Novel,50,8.34
Under the Tuscan Sun,50,7.28
Jewels of the Sun (Irish Trilogy),50,8.1
Chosen Prey,50,7.66
The Hunt for Red October,50,8.28
The Blue Nowhere : A Novel,50,8.12
Animal Dreams,50,7.84
The Andromeda Strain,50,7.64
Prey,50,7.72
Hearts in Atlantis,50,7.42
I Is for Innocent,50,7.72
I Know Why the Caged Bird Sings,50,8.2
Quentins,50,7.54
Siddhartha,50,8.54
I Know This Much Is True (Oprah's Book Club),49,8.326530612244898
Evening Class,49,8.346938775510203
By the Light of the Moon,49,8.204081632653061
Red Storm Rising,49,7.73469387755102
Plainsong (Vintage Contemporaries),49,7.714285714285714
Bridget Jones : The Edge of Reason,49,7.163265306122449
Catch Me If You Can: The True Story of a Real Fake,49,7.775510204081633
Ellen Foster,49,7.571428571428571
Midnight Bayou,49,8.061224489795919
Here on Earth,49,7.081632653061225
What to Expect When You're Expecting (Revised Edition),48,8.125
Stranger in a Strange Land (Remembering Tomorrow),48,8.333333333333334
Seize the Night,48,7.770833333333333
Jack & Jill (Alex Cross Novels),48,7.916666666666667
Shopgirl,48,7.229166666666667
Daisy Fay and the Miracle Man,48,7.5
All That Remains (Kay Scarpetta Mysteries (Paperback)),48,8.208333333333334
Cold Sassy Tree,48,8.020833333333334
To the Nines: A Stephanie Plum Novel,48,8.604166666666666
Ashes to Ashes,48,7.104166666666667
It Was on Fire When I Lay Down on It,48,8.229166666666666
Neuromancer (Remembering Tomorrow),48,7.833333333333333
The Giver (21st Century Reference),48,8.770833333333334
Rainbow Six,48,7.3125
Cujo,48,7.6875
A Thousand Acres (Ballantine Reader's Circle),48,7.791666666666667
The Simple Truth,48,7.125
Atonement : A Novel,48,7.645833333333333
Easy Prey,47,7.404255319148936
C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),47,8.297872340425531
The Villa,47,7.574468085106383
Ishmael: An Adventure of the Mind and Spirit,47,8.319148936170214
The Angel of Darkness,47,7.276595744680851
Peace Like a River,47,8.212765957446809
Catch 22,47,8.340425531914894
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",47,8.51063829787234
The Regulators,47,6.957446808510638
The Guardian,47,7.9787234042553195
"Loves Music, Loves to Dance",46,7.239130434782608
J Is for Judgment,46,8.130434782608695
"Lamb : The Gospel According to Biff, Christ's Childhood Pal",46,8.76086956521739
Sea Glass: A Novel,46,8.0
H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),46,7.717391304347826
On the Street Where You Live,46,7.586956521739131
The Switch,46,7.304347826086956
The Diary of Ellen Rimbauer: My Life at Rose Red,46,7.108695652173913
Rebecca,46,7.891304347826087
Final Target,46,7.478260869565218
The Last Juror,46,8.304347826086957
Shock,46,7.608695652173913
Catering to Nobody,46,7.586956521739131
The Winner,46,7.521739130434782
How Stella Got Her Groove Back,46,7.456521739130435
The Eyes of the Dragon,46,8.23913043478261
Hearts In Atlantis,46,7.630434782608695
Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,46,8.347826086956522
84 Charing Cross Road,45,9.0
American Psycho (Vintage Contemporaries),45,7.044444444444444
Midnight in the Garden of Good and Evil,45,7.488888888888889
Different Seasons,45,8.444444444444445
The Fourth Hand,45,7.2444444444444445
The Lake House,45,6.977777777777778
Cryptonomicon,45,8.466666666666667
Contact,45,7.977777777777778
The Saving Graces: A Novel,45,7.688888888888889
F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),45,8.0
Prodigal Summer,45,8.2
The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),45,8.311111111111112
"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",45,7.777777777777778
Jonathan Livingston Seagull,45,8.088888888888889
Carrie,44,8.068181818181818
E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),44,8.159090909090908
A Year in Provence,44,8.022727272727273
"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",44,7.113636363636363
Birthright,44,8.022727272727273
From a Buick 8 : A Novel,44,7.363636363636363
Lucky Man: A Memoir,44,8.386363636363637
A Man Named Dave: A Story of Triumph and Forgiveness,44,8.0
White Teeth: A Novel,44,7.568181818181818
Blessings,43,7.627906976744186
Cold Mountain,43,8.209302325581396
Miss Julia Speaks Her Mind : A Novel,43,7.511627906976744
The Handmaid's Tale : A Novel,43,8.604651162790697
The House of the Spirits,43,8.395348837209303
Tis: A Memoir,43,7.441860465116279
The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),43,8.046511627906977
Their Eyes Were Watching God: A Novel,43,8.465116279069768
Drums of Autumn,43,8.813953488372093
Breathing Lessons,43,7.465116279069767
Griffin & Sabine: An Extraordinary Correspondence,43,9.116279069767442
Blue Diary,43,7.232558139534884
The Rapture of Canaan,43,8.0
Songs in Ordinary Time (Oprah's Book Club (Paperback)),43,6.534883720930233
"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",43,8.465116279069768
Beloved,43,7.72093023255814
Death du Jour,43,8.023255813953488
The House on Mango Street (Vintage Contemporaries),43,7.27906976744186
Song of Solomon (Oprah's Book Club (Paperback)),43,7.372093023255814
Wifey,43,6.72093023255814
Sticks & Scones,43,7.558139534883721
Fast Women,43,7.6976744186046515
All Around the Town,43,8.116279069767442
Soul Harvest: The World Takes Sides (Left Behind No. 4),42,8.523809523809524
Key of Knowledge (Key Trilogy (Paperback)),42,7.880952380952381
Dust to Dust,42,7.309523809523809
"Wizard and Glass (The Dark Tower, Book 4)",42,8.547619047619047
The Wedding,42,8.047619047619047
Drowning Ruth,42,7.595238095238095
Winter Solstice,42,7.761904761904762
The Boy Next Door,42,8.119047619047619
East of Eden (Oprah's Book Club),42,8.785714285714286
Mortal Prey,42,7.857142857142857
A Confederacy of Dunces (Evergreen Book),42,7.333333333333333
The Girl Who Loved Tom Gordon : A Novel,42,7.214285714285714
Smilla's Sense of Snow,41,7.878048780487805
"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",41,8.268292682926829
"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",41,7.560975609756097
Anne of Avonlea (Anne of Green Gables Novels (Paperback)),41,8.951219512195122
Practical Magic,41,8.121951219512194
The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),41,8.341463414634147
One Flew Over the Cuckoo's Nest,41,8.536585365853659
The Deep End of the Ocean,41,7.536585365853658
The Bonfire of the Vanities,41,7.2682926829268295
L Is for Lawless,41,7.682926829268292
The Dress Lodger (Ballantine Reader's Circle),41,7.414634146341464
"The Amber Spyglass (His Dark Materials, Book 3)",41,8.829268292682928
Fortune's Rocks : A Novel,41,8.146341463414634
The Jester,41,7.560975609756097
The Darwin Awards: Evolution in Action,41,7.7560975609756095
N Is for Noose,41,7.682926829268292
Strangers,41,7.878048780487805
Plain Truth,40,7.675
The Summerhouse,40,7.5
The World According to Garp,40,8.45
The No. 1 Ladies' Detective Agency,40,8.325
The Plains of Passage (Earth's Children (Paperback)),40,7.55
Night Sins,40,7.9
Blow Fly: A Scarpetta Novel,40,7.2
I Capture the Castle,40,8.05
Body of Evidence (Kay Scarpetta Mysteries (Paperback)),40,7.7
The Devil's Code,40,7.175
FORREST GUMP (Movie Tie in),40,7.25
Visions of Sugar Plums,40,7.5
The Four Agreements: A Practical Guide to Personal Freedom,40,7.375
Phantoms,40,8.025
Choke,40,8.15
Code to Zero,40,7.5
City of Bones,40,7.825
Full Tilt (Janet Evanovich's Full Series),40,6.6
The Lottery Winner : Alvirah And Willy Stories,40,7.2
K Is for Killer (Kinsey Millhone Mysteries (Paperback)),40,7.7
Deadly Decisions,40,7.5
The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),40,8.7
Love in the Time of Cholera (Penguin Great Books of the 20th Century),40,8.025
Divine Secrets of the Ya-Ya Sisterhood : A Novel,40,7.6
Key of Light (Key Trilogy (Paperback)),40,8.0
A Darkness More Than Night,39,7.333333333333333
Lolita (Vintage International),39,8.35897435897436
Where the Red Fern Grows,39,8.974358974358974
We'll Meet Again,39,7.3076923076923075
Back When We Were Grownups : A Novel (Ballantine Reader's Circle),39,7.102564102564102
The Phantom Tollbooth,39,8.384615384615385
Notes from a Small Island,39,8.282051282051283
Hearts In Atlantis : New Fiction,39,8.102564102564102
Chasing the Dime,39,7.333333333333333
Charming Billy,39,6.743589743589744
"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))",39,7.512820512820513
Icebound,39,7.615384615384615
The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,39,7.461538461538462
Morality for Beautiful Girls (No.1 Ladies Detective Agency),39,8.64102564102564
The Kiss,39,7.512820512820513
Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),39,8.615384615384615
Total Control,39,7.230769230769231
Four Blondes,39,5.615384615384615
About a Boy (Movie Tie-In),39,7.897435897435898
The General's Daughter,39,7.923076923076923
The Glass Lake,39,8.0
Voyager,39,8.717948717948717
"The Shelters of Stone (Earth's Children Series, No 5)",39,7.256410256410256
Bloody Bones (Anita Blake Vampire Hunter (Paperback)),39,8.435897435897436
The Virgin Blue,39,7.871794871794871
Body of Lies,39,7.615384615384615
Portrait of a Killer: Jack the Ripper -- Case Closed,39,6.564102564102564
Last Man Standing,39,7.435897435897436
"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",39,7.769230769230769
The Idiot Girls' Action Adventure Club,38,7.368421052631579
Patriot Games (Jack Ryan Novels),38,8.052631578947368
A Separate Peace,38,7.605263157894737
"The Eye of the World (The Wheel of Time, Book 1)",38,7.868421052631579
Unspeakable,38,7.473684210526316
Mortal Fear,38,7.5
Moonlight Becomes You,38,7.684210526315789
Pay It Forward,38,7.526315789473684
Diary of a Mad Bride (Summer Display Opportunity),38,7.552631578947368
The Beach,38,8.026315789473685
The Corrections: A Novel,38,7.131578947368421
Envy,38,7.552631578947368
Oryx and Crake,38,8.421052631578947
Open House,38,7.2368421052631575
M Is for Malice,38,7.973684210526316
One Hundred Years of Solitude,38,8.526315789473685
"Welcome to the World, Baby Girl!",38,7.631578947368421
My Gal Sunday,38,6.815789473684211
"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary",38,7.7368421052631575
The Pilot's Wife,38,7.947368421052632
The Mulberry Tree,38,7.894736842105263
Interpreter of Maladies,38,8.631578947368421
Basket Case,37,7.756756756756757
Before I Say Good-Bye,37,7.594594594594595
Desecration: Antichrist Takes the Throne (Left Behind No. 9),37,7.972972972972973
The Dead Zone,37,7.8108108108108105
Simple Abundance:  A Daybook of Comfort and Joy,37,7.864864864864865
A Virtuous Woman (Oprah's Book Club (Paperback)),37,6.945945945945946
The Prayer of Jabez: Breaking Through to the Blessed Life,37,7.135135135135135
Plum Island,37,7.72972972972973
Still Waters,37,7.216216216216216
Christine,37,7.891891891891892
The Empty Chair,37,8.027027027027026
Seven Habits Of Highly Effective People,37,6.783783783783784
Primary Colors: A Novel of Politics,37,6.648648648648648
The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),37,7.756756756756757
Servant of the Bones,37,7.4324324324324325
